settlement_id	languages	names_ara_common	names_ara_common_other	names_eng_search	names_eng_translit	names_eng_translit_other	region_URI	source	top_type	top_size	coordinates	lon	lat
NILABYAD_323E150N_W	['ara', 'eng']	النيل الأبيض	النيل الأبيض	al-Nil al-Abyad	al-Nīl al-Abyaḍ	al-Nīl al-Abyaḍ	Misr_RE	cornuData	waters	0	[32.3556, 15.06046]	32.3556	15.06046
MAQURRA_324E180N_R	['ara', 'eng']	مقرة	مقرة، مقرة	Maqurra, Muqurra	Maqurraŧ	Maqurraŧ, Muqurraŧ	Misr_RE	cornuData	regions	0	[32.46943, 18.06095]	32.46943	18.06095
NAHRNIL_327E252N_W	['ara', 'eng']	نهر النيل	نهر النيل	Nahr al-Nil	Nahr al-Nīl	Nahr al-Nīl	Misr_RE	cornuData	waters	0	[32.74002, 25.22987]	32.74002	25.22987
JANADIL_329E240N_O	['ara', 'eng']	الجنادل	الجنادل	al-Janadil	al-Ǧanādil	al-Ǧanādil	Misr_RE	cornuData	sites	0	[32.92462, 24.01605]	32.92462	24.01605
WADIALLAQI_329E229N_W	['ara', 'eng']	وادي علاقي	وادي علاقي	Wadi Allaqi	Wādī ʿAllāqī	Wādī ʿAllāqī	Misr_RE	cornuData	waters	0	[32.97579, 22.98246]	32.97579	22.98246
JIFAR_332E307N_R	['ara', 'eng']	الجفار	الجفار	al-Jifar	al-Ǧifār	al-Ǧifār	Misr_RE	cornuData	regions	0	[33.23727, 30.75519]	33.23727	30.75519
MAADINTIBR_333E226N_O	['ara', 'eng']	معادن التبر	معادن التبر	Maadin al-Tibr	Maʿādin al-Tibr	Maʿādin al-Tibr	Misr_RE	cornuData	sites	0	[33.35835, 22.61001]	33.35835	22.61001
TIHBANUISRAIL_338E291N_R	['ara', 'eng']	تيه بنو إسرائل	تيه بنو إسرائل	Tih Banu Israil	Tīh Banū Isrāʾil	Tīh Banū Isrāʾil	Misr_RE	cornuData	regions	0	[33.80128, 29.16755]	33.80128	29.16755
MAADINZUMURRUDH_338E250N_O	['ara', 'eng']	معادن الزمرذ	معادن الزمرذ	Maadin al-Zumurrudh	Maʿādin al-Zumurruḏ	Maʿādin al-Zumurruḏ	Misr_RE	cornuData	sites	0	[33.89324, 25.07556]	33.89324	25.07556
TURSINA_339E283N_O	['ara', 'eng']	طور سيناء	طور سيناء	Tur Sina	Ṭūr Sīnāʾ	Ṭūr Sīnāʾ	Misr_RE	cornuData	sites	0	[33.95454, 28.35876]	33.95454	28.35876
WADIALLAQI_341E221N_W	['ara', 'eng']	وادي علقي	وادي علقي	Wadi Allaqi	Wādī ʿAllaqī	Wādī ʿAllaqī	Misr_RE	cornuData	waters	0	[34.10934, 22.13452]	34.10934	22.13452
BILADHABASHA_341E149N_R	['ara', 'eng']	بلاد الحبشة	بلاد الحبشة	Bilad al-Habasha	Bilād al-Ḥabašaŧ	Bilād al-Ḥabašaŧ	Misr_RE	cornuData	regions	0	[34.14753, 14.94825]	34.14753	14.94825
BILADBUJJA_370E192N_R	['ara', 'eng']	بلاد البجة	بلاد البجة	Bilad al-Bujja	Bilād al-Buǧǧaŧ	Bilād al-Buǧǧaŧ	Misr_RE	cornuData	regions	0	[37.0673, 19.28058]	37.0673	19.28058
JAZIRAKHARAK_503E292N_R	['ara', 'eng']	جزيرة خرك	جزيرة خرك	Jazira Kharak	Ǧazīraŧ Ḫarak	Ǧazīraŧ Ḫarak	Fars_RE	cornuData	regions	0	[50.33529, 29.23531]	50.33529	29.23531
SARDAN_504E309N_R	['ara', 'eng']	سردان	سردان	Sardan	Sardān	Sardān	Fars_RE	cornuData	regions	0	[50.42781, 30.9971]	50.42781	30.9971
BAZRANJ_511E299N_R	['ara', 'eng']	بزرنج	بزرنج	Bazranj	Bazranǧ	Bazranǧ	Fars_RE	cornuData	regions	0	[51.11281, 29.92934]	51.11281	29.92934
NAJIRAM_511E284N_R	['ara', 'eng']	نجيرم	نجيرم	Najiram	Naǧīram	Naǧīram	Fars_RE	cornuData	regions	0	[51.12283, 28.49687]	51.12283	28.49687
BALASABUR_511E303N_R	['ara', 'eng']	بلا سابور	بلا سابور	Bala Sabur	Balā Sābūr	Balā Sābūr	Fars_RE	cornuData	regions	0	[51.1775, 30.39947]	51.1775	30.39947
KHURMUQ_513E286N_R	['ara', 'eng']	خرمق	خرمق	Khurmuq	Ḫurmuq	Ḫurmuq	Fars_RE	cornuData	regions	0	[51.39095, 28.66191]	51.39095	28.66191
NAHRSABUR_514E296N_W	['ara', 'eng']	نهر سابور	نهر سابور	Nahr Sabur	Nahr Sābūr	Nahr Sābūr	Fars_RE	cornuData	waters	0	[51.42853, 29.64228]	51.42853	29.64228
KHUMAYJAN_514E300N_R	['ara', 'eng']	خميجان	خميجان	Khumayjan	Ḫumayǧān	Ḫumayǧān	Fars_RE	cornuData	regions	0	[51.44858, 30.01617]	51.44858	30.01617
SABUR_515E298N_R	['ara', 'eng']	سابور	سابور، شهرستان	Sabur, Shahrastan	Sābūr	Sābūr, Šahrastān	Fars_RE	cornuData	regions	0	[51.51624, 29.83157]	51.51624	29.83157
NAHRJARSIQ_517E293N_W	['ara', 'eng']	نهر جرسيق	نهر جرسيق، نهر جرشيق	Nahr Jarsiq, Nahr Jarshiq	Nahr Ǧarsīq	Nahr Ǧarsīq, Nahr Ǧaršīq	Fars_RE	cornuData	waters	0	[51.76932, 29.326]	51.76932	29.326
BUHAYRAKAZARUN_518E295N_W	['ara', 'eng']	بحيرة كازرون	بحيرة كازرون	Buhayra Kazarun	Buḥayraŧ Kāzarūn	Buḥayraŧ Kāzarūn	Fars_RE	cornuData	waters	0	[51.83196, 29.5028]	51.83196	29.5028
KAMFAYRUZ_519E305N_R	['ara', 'eng']	كام فيروز	كام فيروز	Kam Fayruz	Kām Fayrūz	Kām Fayrūz	Fars_RE	cornuData	regions	0	[51.90116, 30.50943]	51.90116	30.50943
MAS_519E314N_O	['ara', 'eng']	ماس	ماس	Mas	Mās	Mās	Fars_RE	cornuData	sites	0	[51.91938, 31.44454]	51.91938	31.44454
TIRMARDAN_519E298N_R	['ara', 'eng']	تير مردان	تير مردان	Tir Mardan	Tīr Mardān	Tīr Mardān	Fars_RE	cornuData	regions	0	[51.92718, 29.86635]	51.92718	29.86635
RUN_524E307N_R	['ara', 'eng']	الرون	الرون	al-Run	al-Rūn	al-Rūn	Fars_RE	cornuData	regions	0	[52.44, 30.7491]	52.44	30.7491
ARJUMAN_526E311N_R	['ara', 'eng']	أرجمان	أرجمان	Arjuman	Arǧumān	Arǧumān	Fars_RE	cornuData	regions	0	[52.62743, 31.1799]	52.62743	31.1799
BARM_526E311N_R	['ara', 'eng']	برم	برم	Barm	Barm	Barm	Fars_RE	cornuData	regions	0	[52.62743, 31.1799]	52.62743	31.1799
NAHRSAKKAN_531E285N_W	['ara', 'eng']	نهر سكان	نهر سكان	Nahr Sakkan	Nahr Sakkān	Nahr Sakkān	Fars_RE	cornuData	waters	0	[53.13563, 28.52387]	53.13563	28.52387
KAMIN_531E301N_R	['ara', 'eng']	كمين	كمين	Kamin	Kamīn	Kamīn	Fars_RE	cornuData	regions	0	[53.16106, 30.17019]	53.16106	30.17019
BAHRFARIS_533E261N_W	['ara', 'eng']	بحر فارس	بحر فارس	Bahr Faris	Baḥr Fāris	Baḥr Fāris	Fars_RE	cornuData	waters	0	[53.38985, 26.11223]	53.38985	26.11223
BUHAYRABASHFUYA_534E296N_W	['ara', 'eng']	بحيرة الباشفوية	بحيرة الباشفوية،  بحيرة الباشفورية	Buhayra al-Bashfuya,  Buhayra al-Bashfuriyya	Buḥayraŧ al-Bāšfūyaŧ	Buḥayraŧ al-Bāšfūyaŧ,  Buḥayraŧ al-Bāšfūriyyaŧ	Fars_RE	cornuData	waters	0	[53.47044, 29.697]	53.47044	29.697
BUHAYRABAKHTIKAN_539E293N_W	['ara', 'eng']	بحيرة البختكان	بحيرة البختكان	Buhayra al-Bakhtikan	Buḥayraŧ al-Baḫtikān	Buḥayraŧ al-Baḫtikān	Fars_RE	cornuData	waters	0	[53.97836, 29.33096]	53.97836	29.33096
NAYRIZ_542E292N_R	['ara', 'eng']	نيريز	نيريز	Nayriz	Nayrīz	Nayrīz	Fars_RE	cornuData	regions	0	[54.27518, 29.21368]	54.27518	29.21368
YAZD_543E319N_R	['ara', 'eng']	يزد	يزد، كثة	Yazd, Katha	Yazd	Yazd, Kaṯaŧ	Fars_RE	cornuData	regions	0	[54.34286, 31.90975]	54.34286	31.90975
RUBANJ_544E285N_R	['ara', 'eng']	روبنج	روبنج	Rubanj	Rūbanǧ	Rūbanǧ	Fars_RE	cornuData	regions	0	[54.40794, 28.5161]	54.40794	28.5161
SIFUMARA_547E267N_R	['ara', 'eng']	سيف عمارة	سيف عمارة	Sif Umara	Sīf ʿUmāraŧ	Sīf ʿUmāraŧ	Fars_RE	cornuData	regions	0	[54.75943, 26.77937]	54.75943	26.77937
JAZIRALAFT_558E267N_R	['ara', 'eng']	جزيرة لفت	جزيرة لفت، جزيرة بركاوان، جزيرة بنو كاوان	Jazira Laft, Jazira Barkawan, Jazira Banu Kawan	Ǧazīraŧ Laft	Ǧazīraŧ Laft, Ǧazīraŧ Barkāwān, Ǧazīraŧ Banū Kāwān	Fars_RE	cornuData	regions	0	[55.80019, 26.74974]	55.80019	26.74974
RUDHAN_560E303N_R	['ara', 'eng']	الروذان	الروذان	al-Rudhan	al-Rūḏān	al-Rūḏān	Fars_RE	cornuData	regions	0	[56.02186, 30.39947]	56.02186	30.39947
JABALBARIMMA_438E349N_O	['ara', 'eng']	جبل بارما	جبل بارما	Jabal Barimma	Ǧabal Bārimmā	Ǧabal Bārimmā	Iraq_RE	cornuData	sites	0	[43.88401, 34.93688]	43.88401	34.93688
JABALBARIMMA_438E348N_O	['ara', 'eng']	جبل بارما	جبل بارما	Jabal Barimma	Ǧabal Bārimmā	Ǧabal Bārimmā	Iraq_RE	cornuData	sites	0	[43.8984, 34.8037]	43.8984	34.8037
NAHRISA_441E332N_W	['ara', 'eng']	نهر عسى	نهر عسى	Nahr Isa	Nahr ʿIsá	Nahr ʿIsá	Iraq_RE	cornuData	waters	0	[44.13579, 33.26692]	44.13579	33.26692
NAHRSARSAR_441E331N_W	['ara', 'eng']	نهر صرصر	نهر صرصر	Nahr Sarsar	Nahr Ṣarṣar	Nahr Ṣarṣar	Iraq_RE	cornuData	waters	0	[44.14778, 33.13984]	44.14778	33.13984
AQARQUF_441E333N_R	['ara', 'eng']	عقرقوف	عقرقوف	Aqarquf	ʿAqarqūf	ʿAqarqūf	Iraq_RE	cornuData	regions	0	[44.18108, 33.34374]	44.18108	33.34374
NAHRALQAMI_442E327N_W	['ara', 'eng']	نهر العلقمي	نهر العلقمي	Nahr al-Alqami	Nahr al-ʿAlqamī	Nahr al-ʿAlqamī	Iraq_RE	cornuData	waters	0	[44.20922, 32.74321]	44.20922	32.74321
KARKH_443E333N_S	['ara', 'eng']	الكرخ	الكرخ	al-Karkh	al-Karḫ	al-Karḫ	Iraq_RE	cornuData	quarters	0	[44.35293, 33.31703]	44.35293	33.31703
NAHRSURA_444E325N_W	['ara', 'eng']	نهر سورا	نهر سورا	Nahr Sura	Nahr Sūrā	Nahr Sūrā	Iraq_RE	cornuData	waters	0	[44.44611, 32.54156]	44.44611	32.54156
NAHRQATUL_444E339N_W	['ara', 'eng']	نهر القاطول	نهر القاطول	Nahr al-Qatul	Nahr al-Qāṭūl	Nahr al-Qāṭūl	Iraq_RE	cornuData	waters	0	[44.44618, 33.97797]	44.44618	33.97797
NAHRMALIK_445E329N_W	['ara', 'eng']	نهر الملك	نهر الملك	Nahr al-Malik	Nahr al-Malik	Nahr al-Malik	Iraq_RE	cornuData	waters	0	[44.50953, 32.94875]	44.50953	32.94875
NAHRKUTHA_447E327N_W	['ara', 'eng']	نهر كوثى	نهر كوثى	Nahr Kutha	Nahr Kūṯá	Nahr Kūṯá	Iraq_RE	cornuData	waters	0	[44.72053, 32.7443]	44.72053	32.7443
NAHRNAHRAWAN_449E330N_W	['ara', 'eng']	نهر النهروان	نهر النهروان	Nahr al-Nahrawan	Nahr al-Nahrawān	Nahr al-Nahrawān	Iraq_RE	cornuData	waters	0	[44.97772, 33.09856]	44.97772	33.09856
NAHRNIL_451E325N_W	['ara', 'eng']	نهر النيل	نهر النيل	Nahr al-Nil	Nahr al-Nīl	Nahr al-Nīl	Iraq_RE	cornuData	waters	0	[45.10369, 32.53829]	45.10369	32.53829
BATAIH_452E319N_R	['ara', 'eng']	البطائح	البطائح، البطيحة	al-Bataih, al-Batiha	al-Baṭāʾiḥ	al-Baṭāʾiḥ, al-Baṭīḥaŧ	Iraq_RE	cornuData	regions	0	[45.29796, 31.98716]	45.29796	31.98716
KASKAR_464E323N_R	['ara', 'eng']	كسكر	كسكر	Kaskar	Kaskar	Kaskar	Iraq_RE	cornuData	regions	0	[46.41887, 32.32633]	46.41887	32.32633
NAHRDIJLA_464E325N_W	['ara', 'eng']	نهر دجلة	نهر دجلة	Nahr Dijla	Nahr Diǧlaŧ	Nahr Diǧlaŧ	Iraq_RE	cornuData	waters	0	[46.46676, 32.54047]	46.46676	32.54047
QATR_466E317N_O	['ara', 'eng']	القطر	القطر	al-Qatr	al-Qaṭr	al-Qaṭr	Iraq_RE	cornuData	sites	0	[46.62959, 31.71519]	46.62959	31.71519
NAHRABIASAD_470E309N_W	['ara', 'eng']	نهر أبي الأسد	نهر أبي الأسد	Nahr Abi al-Asad	Nahr Abī al-Asad	Nahr Abī al-Asad	Iraq_RE	cornuData	waters	0	[47.04854, 30.98302]	47.04854	30.98302
NAHRAWRA_475E308N_W	['ara', 'eng']	نهر العورا	نهر العورا	Nahr al-Awra	Nahr al-ʿAwrā	Nahr al-ʿAwrā	Iraq_RE	cornuData	waters	0	[47.55725, 30.86237]	47.55725	30.86237
NAHRMAQIL_476E304N_W	['ara', 'eng']	نهر المعقل	نهر المعقل	Nahr al-Maqil	Nahr al-Maʿqil	Nahr al-Maʿqil	Iraq_RE	cornuData	waters	0	[47.6964, 30.49305]	47.6964	30.49305
NAHRUBULLA_478E304N_W	['ara', 'eng']	نهر الأبلة	نهر الأبلة	Nahr al-Ubulla	Nahr al-Ubullaŧ	Nahr al-Ubullaŧ	Iraq_RE	cornuData	waters	0	[47.8146, 30.4105]	47.8146	30.4105
RUHBA_364E276N_R	['ara', 'eng']	رحبة	رحبة، رحبة	Ruhba, Rahaba	Ruḥbaŧ	Ruḥbaŧ, Raḥabaŧ	JaziratArab_RE	cornuData	regions	0	[36.48835, 27.67097]	36.48835	27.67097
WADIQURA_382E256N_W	['ara', 'eng']	وادي القرى	وادي القرى	Wadi al-Qura	Wādī al-Qurá	Wādī al-Qurá	JaziratArab_RE	cornuData	waters	0	[38.29849, 25.67549]	38.29849	25.67549
HIJAZ_390E235N_R	['ara', 'eng']	الحجاز	الحجاز	al-Hijaz	al-Ḥiǧāz	al-Ḥiǧāz	JaziratArab_RE	cornuData	regions	0	[39.02138, 23.51137]	39.02138	23.51137
WADIFUR_390E230N_W	['ara', 'eng']	وادي فرع	وادي فرع	Wadi Fur	Wādī Furʿ	Wādī Furʿ	JaziratArab_RE	cornuData	waters	0	[39.0919, 23.06872]	39.0919	23.06872
ARJ_392E238N_O	['ara', 'eng']	العرج	العرج	al-Arj	al-ʿArǧ	al-ʿArǧ	JaziratArab_RE	cornuData	sites	0	[39.20944, 23.85851]	39.20944	23.85851
BAHRQULZUM_394E190N_W	['ara', 'eng']	بحر القلزم	بحر القلزم	Bahr al-Qulzum	Baḥr al-Qulzum	Baḥr al-Qulzum	JaziratArab_RE	cornuData	waters	0	[39.48379, 19.02737]	39.48379	19.02737
JABALUHUD_395E246N_O	['ara', 'eng']	جبل أحد	جبل أحد	Jabal Uhud	Ǧabal Uḥud	Ǧabal Uḥud	JaziratArab_RE	cornuData	sites	0	[39.59145, 24.64886]	39.59145	24.64886
BATNNAKHL_400E248N_R	['ara', 'eng']	بطن النخل	بطن النخل	Batn al-Nakhl	Baṭn al-Naḫl	Baṭn al-Naḫl	JaziratArab_RE	cornuData	regions	0	[40.00579, 24.85968]	40.00579	24.85968
DAHLAK_400E156N_R	['ara', 'eng']	دهلك	دهلك	Dahlak	Dahlak	Dahlak	JaziratArab_RE	cornuData	regions	0	[40.07137, 15.69528]	40.07137	15.69528
WADIAQIQ_402E241N_W	['ara', 'eng']	وادي العقيق	وادي العقيق	Wadi al-Aqiq	Wādī al-ʿAqīq	Wādī al-ʿAqīq	JaziratArab_RE	cornuData	waters	0	[40.29083, 24.11089]	40.29083	24.11089
JABALJAZWAN_404E211N_O	['ara', 'eng']	جبل جزوان	جبل جزوان، جبل غزوان	Jabal Jazwan, Jabal Ghazwan	Ǧabal Ǧazwān	Ǧabal Ǧazwān, Ǧabal Ġazwān	JaziratArab_RE	cornuData	sites	0	[40.43179, 21.10664]	40.43179	21.10664
ASHAM_412E198N_R	['ara', 'eng']	عشم	عشم	Asham	ʿAšam	ʿAšam	JaziratArab_RE	cornuData	regions	0	[41.23862, 19.80364]	41.23862	19.80364
WADIYABA_414E190N_W	['ara', 'eng']	وادي يبة	وادي يبة	Wadi Yaba	Wādī Yabaŧ	Wādī Yabaŧ	JaziratArab_RE	cornuData	waters	0	[41.48925, 19.08509]	41.48925	19.08509
TURABA_415E210N_R	['ara', 'eng']	تربة	تربة	Turaba	Turabaŧ	Turabaŧ	JaziratArab_RE	cornuData	regions	0	[41.57497, 21.0975]	41.57497	21.0975
JURASH_424E187N_R	['ara', 'eng']	جرش	جرش	Jurash	Ǧuraš	Ǧuraš	JaziratArab_RE	cornuData	regions	0	[42.44873, 18.77618]	42.44873	18.77618
TIHAMA_425E175N_R	['ara', 'eng']	تهامة	تهامة	Tihama	Tihāmaŧ	Tihāmaŧ	JaziratArab_RE	cornuData	regions	0	[42.51067, 17.58374]	42.51067	17.58374
BISHA_426E200N_R	['ara', 'eng']	بيشة	بيشة	Bisha	Bīšaŧ	Bīšaŧ	JaziratArab_RE	cornuData	regions	0	[42.69682, 20.04402]	42.69682	20.04402
BANATJARM_427E192N_O	['ara', 'eng']	بنات جرم	بنات جرم، بنات حرم، بنات حرب	Banat Jarm, Banat Harm, Banat Harb	Banāt Ǧarm	Banāt Ǧarm, Banāt Ḥarm, Banāt Ḥarb	JaziratArab_RE	cornuData	sites	0	[42.7829, 19.20706]	42.7829	19.20706
HUJAYRA_432E200N_R	['ara', 'eng']	هجيرة	هجيرة	Hujayra	Huǧayraŧ	Huǧayraŧ	JaziratArab_RE	cornuData	regions	0	[43.29934, 20.06543]	43.29934	20.06543
SUDD_453E236N_R	['ara', 'eng']	السد	السد	al-Sudd	al-Sudd	al-Sudd	JaziratArab_RE	cornuData	regions	0	[45.37745, 23.64065]	45.37745	23.64065
THANIYYA_463E240N_R	['ara', 'eng']	الثنية	الثنية	al-Thaniyya	al-Ṯaniyyaŧ	al-Ṯaniyyaŧ	JaziratArab_RE	cornuData	regions	0	[46.32366, 24.02771]	46.32366	24.02771
AHWAR_465E136N_R	['ara', 'eng']	أحور	أحور	Ahwar	Aḥwar	Aḥwar	JaziratArab_RE	cornuData	regions	0	[46.54442, 13.67538]	46.54442	13.67538
FALAJ_465E221N_R	['ara', 'eng']	الفلج	الفلج	al-Falaj	al-Falaǧ	al-Falaǧ	JaziratArab_RE	cornuData	regions	0	[46.55875, 22.14096]	46.55875	22.14096
IRD_467E248N_R	['ara', 'eng']	العرض	العرض	al-Ird	al-ʿIrḍ	al-ʿIrḍ	JaziratArab_RE	cornuData	regions	0	[46.72918, 24.881]	46.72918	24.881
YAMAMA_467E240N_R	['ara', 'eng']	اليمامة	اليمامة	al-Yamama	al-Yamāmaŧ	al-Yamāmaŧ	JaziratArab_RE	cornuData	regions	0	[46.73506, 24.08674]	46.73506	24.08674
SHANUWA_469E152N_W	['ara', 'eng']	شنوة	شنوة، سنوءة	Shanuwa, Sanua	Šanuwaŧ	Šanuwaŧ, Sanūʾaŧ	JaziratArab_RE	cornuData	waters	0	[46.92186, 15.24886]	46.92186	15.24886
SAMMAN_472E267N_R	['ara', 'eng']	الصمان	الصمان	al-Samman	al-Ṣammān	al-Ṣammān	JaziratArab_RE	cornuData	regions	0	[47.21404, 26.78388]	47.21404	26.78388
KHARJ_472E237N_R	['ara', 'eng']	الخرج	الخرج	al-Kharj	al-Ḫarǧ	al-Ḫarǧ	JaziratArab_RE	cornuData	regions	0	[47.26694, 23.77518]	47.26694	23.77518
HADRAMAWT_488E156N_R	['ara', 'eng']	حضرموت	حضرموت	Hadramawt	Ḥaḍramawt	Ḥaḍramawt	JaziratArab_RE	cornuData	regions	0	[48.80405, 15.64792]	48.80405	15.64792
YABRIN_489E232N_R	['ara', 'eng']	يبرين	يبرين	Yabrin	Yabrīn	Yabrīn	JaziratArab_RE	cornuData	regions	0	[48.95073, 23.29563]	48.95073	23.29563
HAJAR_499E247N_R	['ara', 'eng']	الهجر	الهجر	al-Hajar	al-Haǧar	al-Haǧar	JaziratArab_RE	cornuData	regions	0	[49.94102, 24.72896]	49.94102	24.72896
UWAL_505E261N_R	['ara', 'eng']	أوال	أوال	Uwal	Uwāl	Uwāl	JaziratArab_RE	cornuData	regions	0	[50.56693, 26.11827]	50.56693	26.11827
AHQAF_508E193N_R	['ara', 'eng']	الأحقاف	الأحقاف	al-Ahqaf	al-Aḥqāf	al-Aḥqāf	JaziratArab_RE	cornuData	regions	0	[50.8587, 19.38865]	50.8587	19.38865
QATAR_512E249N_R	['ara', 'eng']	قطر	قطر	Qatar	Qaṭar	Qaṭar	JaziratArab_RE	cornuData	regions	0	[51.21928, 24.95829]	51.21928	24.95829
SABKHA_519E236N_R	['ara', 'eng']	السبخة	السبخة	al-Sabkha	al-Sabḫaŧ	al-Sabḫaŧ	JaziratArab_RE	cornuData	regions	0	[51.97155, 23.61911]	51.97155	23.61911
BAYNUNA_533E236N_R	['ara', 'eng']	البينونة	البينونة	al-Baynuna	al-Baynūnaŧ	al-Baynūnaŧ	JaziratArab_RE	cornuData	regions	0	[53.39087, 23.69448]	53.39087	23.69448
UMAN_564E238N_R	['ara', 'eng']	عمان	عمان	Uman	ʿUmān	ʿUmān	JaziratArab_RE	cornuData	regions	0	[56.45284, 23.82088]	56.45284	23.82088
MASABADHAN_469E335N_R	['ara', 'eng']	ماسبذان	ماسبذان	Masabadhan	Māsabaḏān	Māsabaḏān	Jibal_RE	cornuData	regions	0	[46.92023, 33.58473]	46.92023	33.58473
MIHRJANQADHAQ_475E332N_R	['ara', 'eng']	مهرجانقذق	مهرجانقذق	Mihrjanqadhaq	Mihrǧānqaḏaq	Mihrǧānqaḏaq	Jibal_RE	cornuData	regions	0	[47.52071, 33.20013]	47.52071	33.20013
HAMADHAN_485E347N_R	['ara', 'eng']	همذان	همذان	Hamadhan	Hamaḏān	Hamaḏān	Jibal_RE	cornuData	regions	0	[48.57908, 34.77554]	48.57908	34.77554
KARAJ_495E338N_R	['ara', 'eng']	الكرج	الكرج، كرج أبو دلف	al-Karaj, Karaj Abu Dulaf	al-Karaǧ	al-Karaǧ, Karaǧ Abū Dulaf	Jibal_RE	cornuData	regions	0	[49.54697, 33.88116]	49.54697	33.88116
FARAHAN_497E342N_R	['ara', 'eng']	فراهان	فراهان	Farahan	Farāhān	Farāhān	Jibal_RE	cornuData	regions	0	[49.75261, 34.25592]	49.75261	34.25592
TABRISH_500E347N_R	['ara', 'eng']	طبريش	طبريش	Tabrish	Ṭabrīš	Ṭabrīš	Jibal_RE	cornuData	regions	0	[50.09809, 34.71922]	50.09809	34.71922
QUMM_509E346N_R	['ara', 'eng']	قم	قم	Qumm	Qumm	Qumm	Jibal_RE	cornuData	regions	0	[50.90695, 34.63354]	50.90695	34.63354
QASHAN_515E339N_R	['ara', 'eng']	قاشان	قاشان	Qashan	Qāšān	Qāšān	Jibal_RE	cornuData	regions	0	[51.50468, 33.96762]	51.50468	33.96762
ISBAHAN_516E326N_R	['ara', 'eng']	إصبهان	إصبهان، إصفهان	Isbahan, Isfahan	Iṣbahān	Iṣbahān, Iṣfahān	Jibal_RE	cornuData	regions	0	[51.65, 32.66855]	51.65	32.66855
DIZA_516E353N_O	['ara', 'eng']	دزا	دزا، دزه، ورمين	Diza, Dizah, Waramin	Dizā	Dizā, Dizah, Waramīn	Jibal_RE	cornuData	sites	0	[51.65, 35.3031]	51.65	35.3031
BURKHUWAR_516E327N_R	['ara', 'eng']	برخوار	برخوار	Burkhuwar	Burḫuwār	Burḫuwār	Jibal_RE	cornuData	regions	0	[51.67468, 32.78618]	51.67468	32.78618
KARWAN_517E324N_R	['ara', 'eng']	كروان	كروان	Karwan	Karwān	Karwān	Jibal_RE	cornuData	regions	0	[51.72677, 32.40272]	51.72677	32.40272
NAHRZANDARUDH_519E324N_W	['ara', 'eng']	نهر زندروذ	نهر زندروذ، الزرينروذ، زرنروذ	Nahr Zandarudh, al-Zarinrudh, Zaranrudh	Nahr Zandarūḏ	Nahr Zandarūḏ, al-Zarīnrūḏ, Zaranrūḏ	Jibal_RE	cornuData	waters	0	[51.91596, 32.45826]	51.91596	32.45826
DUMMAWAND_520E357N_R	['ara', 'eng']	دماوند	دماوند	Dummawand	Dummāwand	Dummāwand	Jibal_RE	cornuData	regions	0	[52.07774, 35.75607]	52.07774	35.75607
BAJANAK_408E486N_R	['ara', 'eng']	البجاناك	البجاناك، البجاناكية	al-Bajanak, al-Bajanakiyya	al-Baǧānāk	al-Baǧānāk, al-Baǧānākiyyaŧ	Khazar_RE	cornuData	regions	0	[40.8946, 48.61696]	40.8946	48.61696
ARTHA_422E557N_R	['ara', 'eng']	الأرثا	الأرثا، الأرثانية	al-Artha, al-Arthaniyya	al-Arṯā	al-Arṯā, al-Arṯāniyyaŧ	Khazar_RE	cornuData	regions	0	[42.25518, 55.73456]	42.25518	55.73456
SARIR_446E422N_R	['ara', 'eng']	السرير	السرير	al-Sarir	al-Sarīr	al-Sarīr	Khazar_RE	cornuData	regions	0	[44.66088, 42.2133]	44.66088	42.2133
NAHRITIL_451E492N_W	['ara', 'eng']	نهر إتل	نهر إتل	Nahr Itil	Nahr Itil	Nahr Itil	Khazar_RE	cornuData	waters	0	[45.13019, 49.20301]	45.13019	49.20301
BURTAS_466E526N_R	['ara', 'eng']	برطاس	برطاس	Burtas	Burṭās	Burṭās	Khazar_RE	cornuData	regions	0	[46.64374, 52.68645]	46.64374	52.68645
KHAZAR_475E474N_R	['ara', 'eng']	الخزر	الخزر	al-Khazar	al-Ḫazar	al-Ḫazar	Khazar_RE	cornuData	regions	0	[47.55892, 47.42616]	47.55892	47.42616
BULGHAR_484E541N_R	['ara', 'eng']	بلغار	بلغار	Bulghar	Bulġār	Bulġār	Khazar_RE	cornuData	regions	0	[48.40369, 54.1546]	48.40369	54.1546
BAJANAK_499E492N_R	['ara', 'eng']	البجاناك	البجاناك، البجاناكية	al-Bajanak, al-Bajanakiyya	al-Baǧānāk	al-Baǧānāk, al-Baǧānākiyyaŧ	Khazar_RE	cornuData	regions	0	[49.92897, 49.24133]	49.92897	49.24133
BAHRKHAZAR_501E425N_W	['ara', 'eng']	بحر الخزر	بحر الخزر	Bahr al-Khazar	Baḥr al-Ḫazar	Baḥr al-Ḫazar	Khazar_RE	cornuData	waters	0	[50.10497, 42.55994]	50.10497	42.55994
JAZIRASIYAHKUH_509E443N_R	['ara', 'eng']	جزيرة سياه كوه	جزيرة سياه كوه	Jazira Siyah Kuh	Ǧazīraŧ Siyāh Kūh	Ǧazīraŧ Siyāh Kūh	Khazar_RE	cornuData	regions	0	[50.92627, 44.33997]	50.92627	44.33997
